onset,duration,description
2021-01-01 10:14:48.000000,0.0,EEG-artifact
2021-01-01 10:14:48.000000,0.0,Eye-blink-artifact
2021-01-01 10:14:48.000000,0.0,Eye-movement-vertical-artifact
2021-01-01 10:14:48.000000,0.0,Eye-movement-horizontal-artifact
2021-01-01 10:14:48.000000,0.0,Slow-eye-movement-artifact
2021-01-01 10:14:48.000000,0.0,Nystagmus-artifact
2021-01-01 10:14:48.000000,0.0,Chewing-artifact
2021-01-01 10:14:48.000000,0.0,Sucking-artifact
2021-01-01 10:14:48.000000,0.0,Glossokinetic-artifact
2021-01-01 10:14:48.000000,0.0,Rocking-patting-artifact
2021-01-01 10:14:48.000000,0.0,Movement-artifact
2021-01-01 10:14:48.000000,0.0,Respiration-artifact
2021-01-01 10:14:48.000000,0.0,Pulse-artifact
2021-01-01 10:14:48.000000,0.0,ECG-artifact
2021-01-01 10:14:48.000000,0.0,Sweat-artifact
2021-01-01 10:14:48.000000,0.0,EMG-artifact
2021-01-01 10:14:48.000000,0.0,Power-supply-artifact
2021-01-01 10:14:48.000000,0.0,Induction-artifact
2021-01-01 10:14:48.000000,0.0,Dialysis-artifact
2021-01-01 10:14:48.000000,0.0,Artificial-ventilation-artifact
2021-01-01 10:14:48.000000,0.0,Electrode-pops-artifact
2021-01-01 10:14:48.000000,0.0,Salt-bridge-artifact
2021-01-01 10:14:48.000000,0.0,Other-EEG-artifact
2021-01-01 10:14:48.005000,0.0,eyes_closed
2021-01-01 10:14:48.632280,2.817526340484619,Artificial-ventilation-artifact
2021-01-01 10:14:51.788131,0.7764832973480225,Dialysis-artifact
2021-01-01 10:14:53.235718,0.45479774475097656,Rocking-patting-artifact
2021-01-01 10:14:54.234055,0.5712699890136719,Dialysis-artifact
2021-01-01 10:14:55.293400,2.0854129791259766,Artificial-ventilation-artifact
2021-01-01 10:24:56.469971,0.0,eyes_open
2021-01-01 10:25:09.114990,0.0,eyes_closed
2021-01-01 10:25:22.250000,0.0,eyes_open
2021-01-01 10:25:40.609985,0.0,eyes_closed
2021-01-01 10:25:57.765015,0.0,eyes_open
2021-01-01 10:26:09.729980,0.0,eyes_closed
2021-01-01 10:26:22.044983,0.0,eyes_open
2021-01-01 10:26:34.575012,0.0,eyes_closed
2021-01-01 10:26:48.224976,0.0,eyes_open
2021-01-01 10:26:59.130005,0.0,eyes_closed
2021-01-01 10:27:10.994995,0.0,eyes_open
2021-01-01 10:27:25.815002,0.0,eyes_closed
2021-01-01 10:27:41.140015,0.0,eyes_open
2021-01-01 10:27:54.645020,0.0,eyes_closed
2021-01-01 10:28:10.549988,0.0,eyes_open
2021-01-01 10:28:22.385010,0.0,eyes_closed
2021-01-01 10:28:37.385010,0.0,eyes_open
2021-01-01 10:28:54.929993,0.0,eyes_closed
2021-01-01 10:29:08.434998,0.0,eyes_open
2021-01-01 10:29:26.734985,0.0,eyes_closed
2021-01-01 10:29:40.659973,0.0,eyes_open
2021-01-01 10:29:59.965027,0.0,eyes_closed
2021-01-01 10:30:20.765015,0.0,eyes_open
2021-01-01 10:30:40.864990,0.0,eyes_closed
2021-01-01 10:31:00.385010,0.0,eyes_open
2021-01-01 10:31:16.549988,0.0,eyes_closed
2021-01-01 10:31:37.049988,0.0,eyes_open
2021-01-01 10:31:54.510010,0.0,eyes_closed
2021-01-01 10:32:18.459961,0.0,eyes_open
2021-01-01 10:32:35.089966,0.0,eyes_closed
2021-01-01 10:32:48.030029,0.0,eyes_open
2021-01-01 10:33:02.724976,0.0,eyes_closed
2021-01-01 10:33:12.935059,0.0,hyperventilation_1
2021-01-01 10:34:16.420044,0.0,hyperventilation_2
2021-01-01 10:35:21.285034,0.0,hyperventilation_3
2021-01-01 10:36:24.209961,0.0,recovery
2021-01-01 10:38:27.469971,0.0,photic_stimulation/71
2021-01-01 10:38:29.744995,0.0,photic_stimulation/5
2021-01-01 10:38:29.944946,0.0,photic_stimulation/5
2021-01-01 10:38:30.145020,0.0,photic_stimulation/5
2021-01-01 10:38:30.344971,0.0,photic_stimulation/5
2021-01-01 10:38:30.545044,0.0,photic_stimulation/5
2021-01-01 10:38:30.744995,0.0,photic_stimulation/5
2021-01-01 10:38:30.944946,0.0,photic_stimulation/5
2021-01-01 10:38:31.145020,0.0,photic_stimulation/5
2021-01-01 10:38:31.344971,0.0,photic_stimulation/5
2021-01-01 10:38:31.545044,0.0,photic_stimulation/5
2021-01-01 10:38:31.744995,0.0,photic_stimulation/5
2021-01-01 10:38:31.944946,0.0,photic_stimulation/5
2021-01-01 10:38:32.145020,0.0,photic_stimulation/5
